order_id,product_id,product_name,category,supplier,price,quantity,order_date,customer_id,region,city,marketing_channel,return_reason,return_status,is_returned,return_days
O100418,P6088,Region,Apparel,BrandC,401.76,3,2025-01-19,C2566,South,Port Donnastad,Ads,Not Returned,Not Returned,0,0
O100419,P2109,Today,Books,BrandD,488.71,3,2024-12-17,C6509,North,West Kenneth,Email,Not Returned,Not Returned,0,0
O100420,P5151,Step,Apparel,BrandD,269.51,2,2025-03-05,C1145,North,Jessicaville,Ads,Wrong item,Denied,1,3
O100421,P7091,Teach,Books,BrandC,334.62,2,2025-03-31,C2326,North,West Lori,Influencer,Not Returned,Not Returned,0,0
O100422,P7072,Interest,Apparel,BrandA,152.49,2,2025-01-03,C9538,East,New Alvinmouth,Ads,Not as described,Denied,1,3
O100423,P5172,Same,Home,BrandA,86.53,2,2024-12-18,C2251,South,Richardsonfort,Direct,Changed mind,Denied,1,11
O100424,P1994,Account,Electronics,BrandD,184.82,2,2025-03-21,C4113,East,Meyermouth,Social Media,Not Returned,Not Returned,0,0
O100425,P1271,Score,Books,BrandA,95.47,1,2024-12-26,C3288,East,Avilatown,Email,Wrong item,Denied,1,9
O100426,P2085,Situation,Beauty,BrandD,211.98,2,2025-05-04,C7101,South,Ronaldton,Influencer,Late delivery,Denied,1,14
O100427,P4195,Occur,Apparel,BrandB,252.6,3,2025-04-16,C6607,East,Nicholasview,Social Media,Late delivery,Approved,1,6
O100428,P8111,Week,Apparel,BrandD,153.1,2,2025-03-10,C6085,West,New Erinport,Email,Late delivery,Approved,1,3
O100429,P6782,Behind,Beauty,BrandA,42.85,3,2024-11-25,C6027,South,Grahamborough,Ads,Changed mind,Approved,1,11
O100430,P6677,Join,Books,BrandD,162.02,2,2024-11-23,C5839,East,Ashleyhaven,Direct,Not as described,Denied,1,3
O100431,P6920,Very,Home,BrandD,199.66,2,2025-04-06,C7456,West,South Christopherland,Influencer,Not Returned,Not Returned,0,0
O100432,P7118,Allow,Electronics,BrandD,233.86,2,2025-01-27,C8571,South,Jenkinsmouth,Social Media,Late delivery,Denied,1,3
O100433,P3056,Pattern,Books,BrandB,333.89,2,2025-02-04,C4774,North,East Brianview,Social Media,Not as described,Approved,1,4
O100434,P7911,Security,Electronics,BrandA,68.39,1,2025-02-17,C3006,North,East Christineport,Influencer,Not Returned,Not Returned,0,0
O100435,P3581,Dog,Apparel,BrandD,148.3,1,2025-01-26,C7014,East,Danielfurt,Ads,Not Returned,Not Returned,0,0
O100436,P4598,Voice,Beauty,BrandA,225.07,2,2025-05-10,C5054,East,Rowefort,Influencer,Not Returned,Not Returned,0,0
O100437,P9693,Message,Home,BrandC,431.69,1,2025-04-29,C7043,East,Phamland,Email,Not Returned,Not Returned,0,0
O100438,P6809,Personal,Beauty,BrandC,223.0,3,2025-03-11,C6160,South,Christopherhaven,Social Media,Not Returned,Not Returned,0,0
O100439,P1466,Fight,Home,BrandC,41.15,2,2025-02-27,C2855,West,Lake Annette,Social Media,Changed mind,Denied,1,3
O100440,P4589,Miss,Apparel,BrandB,314.67,3,2025-01-12,C7242,West,Mcdanielchester,Email,Not Returned,Not Returned,0,0
O100441,P5733,Difficult,Books,BrandB,328.78,3,2025-02-25,C1268,South,Lake Ashleyland,Email,Not Returned,Not Returned,0,0
O100442,P9571,Road,Electronics,BrandB,381.84,3,2025-01-13,C1713,South,Lake Shawnville,Social Media,Not Returned,Not Returned,0,0
O100443,P6292,Itself,Home,BrandB,472.97,3,2025-01-27,C1766,South,South Chelseamouth,Direct,Not Returned,Not Returned,0,0
O100444,P3144,Professional,Apparel,BrandC,160.86,1,2024-12-07,C2054,South,New Brittany,Social Media,Not Returned,Not Returned,0,0
O100445,P7449,Move,Electronics,BrandA,287.12,1,2024-12-16,C4477,West,Phillipstown,Direct,Not Returned,Not Returned,0,0
O100446,P6493,They,Books,BrandC,285.88,1,2025-04-24,C4928,South,Edwardsside,Direct,Not Returned,Not Returned,0,0
O100447,P1028,Beyond,Beauty,BrandA,181.59,1,2025-01-11,C9637,North,Jonathanmouth,Email,Not Returned,Not Returned,0,0
O100448,P2822,Heavy,Apparel,BrandA,442.32,1,2025-03-30,C3647,East,East Rebecca,Direct,Not Returned,Not Returned,0,0
O100449,P1163,Worry,Electronics,BrandD,107.25,2,2025-04-18,C7658,South,Donaldberg,Email,Not Returned,Not Returned,0,0
O100450,P6797,What,Electronics,BrandD,467.7,2,2024-12-29,C2720,West,Lake Jamesborough,Social Media,Not Returned,Not Returned,0,0
O100451,P4020,No,Home,BrandA,358.28,1,2025-04-28,C4946,North,Lake Michael,Social Media,Defective,Approved,1,7
O100452,P4133,Would,Home,BrandA,97.2,1,2025-03-18,C8932,South,Sydneychester,Influencer,Not Returned,Not Returned,0,0
O100453,P3572,Today,Home,BrandC,13.77,3,2025-04-18,C1010,North,South Andrew,Direct,Late delivery,Approved,1,8
O100454,P3515,Available,Home,BrandA,67.91,2,2024-11-28,C5917,East,West Audreyhaven,Social Media,Not Returned,Not Returned,0,0
O100455,P4088,Plan,Apparel,BrandD,203.76,1,2025-01-10,C1248,South,Josephmouth,Direct,Not Returned,Not Returned,0,0
O100456,P8463,Always,Apparel,BrandD,397.7,1,2025-02-25,C4653,North,Jamesfort,Ads,Not Returned,Not Returned,0,0
O100457,P6270,Line,Apparel,BrandA,196.31,3,2025-04-18,C3573,East,Brittanybury,Influencer,Not Returned,Not Returned,0,0
O100458,P6080,Increase,Books,BrandD,391.81,3,2025-02-28,C8261,West,Jasonmouth,Social Media,Not Returned,Not Returned,0,0
O100459,P9821,Sign,Books,BrandD,256.57,2,2025-04-13,C2341,West,South Nancyfurt,Direct,Not Returned,Not Returned,0,0
O100460,P8018,Any,Apparel,BrandA,419.06,3,2024-11-25,C6764,South,Lake Bradley,Email,Not Returned,Not Returned,0,0
O100461,P9556,Ahead,Electronics,BrandA,344.35,1,2025-04-11,C1549,West,Santiagochester,Influencer,Late delivery,Approved,1,10
O100462,P6796,Last,Home,BrandB,402.87,3,2025-03-21,C2157,East,New Philipville,Social Media,Late delivery,Approved,1,12
O100463,P5320,Very,Beauty,BrandC,136.91,3,2025-01-01,C6472,South,Port Kimberly,Direct,Not Returned,Not Returned,0,0
O100464,P2189,Place,Books,BrandA,281.08,3,2024-11-16,C7213,North,Nguyenborough,Ads,Changed mind,Approved,1,15
O100465,P4532,Next,Beauty,BrandD,330.26,3,2025-04-27,C2885,West,Port Brian,Social Media,Not Returned,Not Returned,0,0
O100466,P4347,Art,Beauty,BrandB,253.17,2,2025-01-17,C5986,East,Mooreville,Social Media,Not Returned,Not Returned,0,0
O100467,P4408,Message,Beauty,BrandD,476.93,2,2025-04-18,C3834,West,New Mary,Direct,Not Returned,Not Returned,0,0
O100468,P1159,Because,Books,BrandC,161.3,3,2025-02-26,C4812,North,West Kristen,Email,Not Returned,Not Returned,0,0
O100469,P9063,Forward,Electronics,BrandB,42.26,3,2024-11-30,C9601,West,Lake Elizabethside,Direct,Not Returned,Not Returned,0,0
O100470,P7983,Spring,Home,BrandD,342.58,1,2025-02-03,C5256,West,Markland,Email,Not Returned,Not Returned,0,0
O100471,P2308,Moment,Books,BrandB,479.55,2,2024-12-13,C9651,East,Harrisside,Ads,Defective,Approved,1,4
O100472,P2554,Room,Home,BrandA,362.68,1,2025-03-22,C3317,West,Curtisfort,Social Media,Not Returned,Not Returned,0,0
O100473,P7275,Water,Home,BrandD,234.31,2,2025-01-14,C1100,North,West Matthewmouth,Social Media,Not Returned,Not Returned,0,0
O100474,P5466,Type,Beauty,BrandB,18.8,3,2025-03-07,C1209,East,Port Stephanie,Influencer,Not Returned,Not Returned,0,0
O100475,P9249,Always,Books,BrandB,336.1,1,2025-03-22,C2744,North,Seanborough,Direct,Not Returned,Not Returned,0,0
O100476,P6183,Nature,Beauty,BrandB,350.9,2,2025-05-01,C2061,West,Port Teresa,Influencer,Not Returned,Not Returned,0,0
O100477,P5703,Ready,Apparel,BrandA,321.87,2,2024-12-02,C3137,North,Port Jason,Ads,Not Returned,Not Returned,0,0
O100478,P5514,Various,Beauty,BrandB,337.33,3,2025-02-18,C2468,East,Perezfurt,Social Media,Not Returned,Not Returned,0,0
O100479,P2140,Suggest,Home,BrandD,215.46,3,2025-02-27,C1710,North,Andrewfort,Social Media,Not as described,Denied,1,14
O100480,P3147,Fact,Apparel,BrandB,333.41,1,2025-01-15,C4571,North,North Philip,Social Media,Not Returned,Not Returned,0,0
O100481,P9988,Both,Home,BrandC,127.41,2,2025-01-10,C7708,East,Harringtonview,Direct,Late delivery,Approved,1,10
O100482,P3410,Pull,Apparel,BrandB,473.6,2,2025-04-02,C6419,South,East Juliaview,Social Media,Wrong item,Denied,1,14
O100483,P3968,Story,Beauty,BrandA,68.48,1,2025-01-10,C1717,East,North Nicolemouth,Influencer,Not Returned,Not Returned,0,0
O100484,P9343,Group,Apparel,BrandC,28.09,2,2024-11-14,C6116,West,Rossstad,Ads,Not Returned,Not Returned,0,0
O100485,P6043,Season,Books,BrandB,90.88,2,2025-02-16,C5640,West,Sherryport,Influencer,Not Returned,Not Returned,0,0
O100486,P5215,Yeah,Home,BrandB,141.61,2,2025-02-22,C4293,West,New Seanport,Ads,Late delivery,Denied,1,13
O100487,P2461,Top,Apparel,BrandB,455.89,2,2025-01-03,C4232,West,North Sabrinastad,Direct,Not Returned,Not Returned,0,0
O100488,P6456,Thousand,Electronics,BrandC,113.19,3,2025-05-09,C9521,South,Port Katherinechester,Social Media,Not Returned,Not Returned,0,0
O100489,P9118,Require,Electronics,BrandA,119.47,3,2025-01-30,C9023,North,Paynefort,Direct,Not Returned,Not Returned,0,0
O100490,P8482,Case,Apparel,BrandC,126.44,3,2025-02-17,C6873,West,South Donna,Email,Late delivery,Approved,1,13
O100491,P3084,Memory,Apparel,BrandB,465.79,2,2024-12-04,C7654,North,Piercehaven,Social Media,Not Returned,Not Returned,0,0
O100492,P1198,Write,Electronics,BrandC,107.52,2,2025-05-06,C4240,West,New Brent,Direct,Not Returned,Not Returned,0,0
O100493,P8581,Movie,Apparel,BrandB,80.35,1,2024-11-29,C3163,West,Robertborough,Social Media,Changed mind,Approved,1,9
O100494,P1328,Evening,Home,BrandA,234.02,3,2024-11-28,C9531,South,South Ericfurt,Email,Not as described,Approved,1,3
O100495,P9599,Far,Electronics,BrandD,435.64,2,2024-11-28,C8378,West,Lake Latasha,Ads,Not Returned,Not Returned,0,0
O100496,P1936,Seat,Beauty,BrandB,301.87,2,2024-12-09,C9772,West,Harrisside,Social Media,Not Returned,Not Returned,0,0
O100497,P2105,Major,Books,BrandB,193.49,1,2025-01-31,C7234,East,Jessicaside,Direct,Not as described,Denied,1,9
O100498,P8191,Project,Books,BrandA,43.85,3,2024-12-31,C4089,West,Jillianchester,Influencer,Not Returned,Not Returned,0,0
O100499,P1339,South,Home,BrandC,455.72,3,2024-12-05,C8187,West,Karenfurt,Social Media,Not Returned,Not Returned,0,0
O100500,P9082,Practice,Apparel,BrandD,34.61,1,2025-02-19,C9011,North,South Loriside,Influencer,Changed mind,Denied,1,2
O100501,P7749,Whose,Electronics,BrandB,158.68,2,2025-03-04,C3260,East,Donaldsonville,Influencer,Not Returned,Not Returned,0,0
O100502,P8476,Cell,Books,BrandD,311.84,3,2025-03-31,C3069,East,Ritterberg,Direct,Not Returned,Not Returned,0,0
O100503,P3188,Anyone,Apparel,BrandA,186.47,1,2025-04-14,C5822,East,Lyonsmouth,Direct,Not Returned,Not Returned,0,0
O100504,P7958,Prove,Beauty,BrandD,373.85,1,2025-05-02,C2229,West,Camachoton,Email,Not Returned,Not Returned,0,0
O100505,P1617,Control,Electronics,BrandB,91.79,2,2024-12-29,C7410,North,Bauerbury,Email,Not Returned,Not Returned,0,0
O100506,P3367,Dark,Apparel,BrandC,152.91,1,2025-03-15,C3772,North,South Kathryn,Social Media,Not Returned,Not Returned,0,0
O100507,P4106,Type,Books,BrandA,107.21,1,2025-04-22,C6749,West,South David,Ads,Not Returned,Not Returned,0,0
O100508,P4859,Product,Beauty,BrandA,118.11,2,2025-03-23,C2653,North,New Heatherland,Email,Not Returned,Not Returned,0,0
O100509,P5449,Loss,Beauty,BrandC,324.32,2,2025-03-03,C7628,North,Allisontown,Social Media,Not Returned,Not Returned,0,0
O100510,P6643,Do,Beauty,BrandB,324.28,2,2025-01-07,C6471,South,Lake Mollystad,Influencer,Not Returned,Not Returned,0,0
O100511,P6748,Interview,Beauty,BrandC,364.09,3,2025-03-07,C4630,South,Scottborough,Influencer,Not Returned,Not Returned,0,0
O100512,P6750,Room,Home,BrandA,14.23,2,2024-12-03,C5168,West,Lopezland,Influencer,Not Returned,Not Returned,0,0
O100513,P1519,Year,Beauty,BrandA,133.04,2,2025-04-09,C4817,West,South Elizabeth,Social Media,Not Returned,Not Returned,0,0
O100514,P4844,Recent,Apparel,BrandA,298.79,2,2025-04-05,C2648,North,West Robertside,Ads,Not Returned,Not Returned,0,0
O100515,P2344,Wait,Electronics,BrandC,22.73,1,2025-02-01,C9890,East,Cruzville,Influencer,Not Returned,Not Returned,0,0
O100516,P8520,We,Books,BrandA,191.82,3,2025-03-28,C2955,North,Hudsonview,Influencer,Not Returned,Not Returned,0,0
O100517,P4834,Our,Electronics,BrandB,269.03,2,2025-02-26,C5889,South,Williamsview,Influencer,Not Returned,Not Returned,0,0
O100518,P7784,Particularly,Beauty,BrandB,218.65,3,2025-03-19,C4530,East,Jenniferton,Influencer,Not Returned,Not Returned,0,0
O100519,P6609,Top,Electronics,BrandA,170.35,1,2025-01-20,C7969,North,Port Rachelmouth,Social Media,Not Returned,Not Returned,0,0
O100520,P2627,Writer,Electronics,BrandD,384.35,2,2025-04-27,C9383,East,Danielleberg,Email,Not Returned,Not Returned,0,0
O100521,P2596,Myself,Apparel,BrandD,171.06,3,2025-02-27,C7041,North,South Jessicaview,Direct,Not Returned,Not Returned,0,0
O100522,P2232,Method,Electronics,BrandB,446.06,3,2025-05-08,C1214,West,Lake Mark,Ads,Wrong item,Approved,1,6
O100523,P4502,Technology,Apparel,BrandD,468.5,1,2025-01-03,C9289,West,Susanborough,Email,Not Returned,Not Returned,0,0
O100524,P9696,Window,Books,BrandD,172.45,2,2024-11-20,C9498,East,Elizabethtown,Direct,Not Returned,Not Returned,0,0
O100525,P2531,Movement,Electronics,BrandC,213.77,3,2025-05-11,C3883,South,East Jenniferport,Direct,Not Returned,Not Returned,0,0
O100526,P1842,Standard,Beauty,BrandA,246.51,3,2025-04-17,C9496,West,Bensonland,Ads,Changed mind,Denied,1,14
O100527,P3659,These,Apparel,BrandC,493.63,2,2024-11-24,C3360,South,Mckinneytown,Influencer,Not Returned,Not Returned,0,0
O100528,P9742,Already,Apparel,BrandD,444.16,3,2025-02-26,C8501,West,Theresaside,Direct,Changed mind,Denied,1,4
O100529,P4989,State,Beauty,BrandA,350.9,3,2025-04-30,C3934,North,Lake Samanthaside,Social Media,Not Returned,Not Returned,0,0
O100530,P4630,By,Books,BrandC,429.52,2,2025-03-25,C8079,East,Port Lauren,Email,Not Returned,Not Returned,0,0
O100531,P5451,Push,Beauty,BrandA,73.67,3,2024-11-19,C3437,South,South Christian,Email,Not Returned,Not Returned,0,0
O100532,P3506,Painting,Apparel,BrandA,347.34,2,2025-04-18,C1477,West,Longport,Influencer,Not as described,Approved,1,9
O100533,P1832,Thought,Books,BrandA,31.08,3,2025-03-29,C5666,North,South Tinaville,Social Media,Not Returned,Not Returned,0,0
O100534,P3418,Most,Books,BrandA,434.73,2,2024-12-10,C3246,West,Lynnfurt,Social Media,Late delivery,Approved,1,3
O100535,P2154,School,Electronics,BrandB,183.33,1,2024-11-24,C1612,West,Rossshire,Direct,Wrong item,Denied,1,8
O100536,P2565,During,Electronics,BrandB,167.62,1,2025-03-18,C9519,East,Kennethton,Ads,Not Returned,Not Returned,0,0
O100537,P6990,Plan,Beauty,BrandA,267.53,2,2025-04-25,C4898,West,Johnhaven,Ads,Not Returned,Not Returned,0,0
O100538,P4418,Manager,Beauty,BrandD,354.9,2,2024-11-11,C3899,North,Floresbury,Ads,Defective,Denied,1,9
O100539,P3963,Memory,Home,BrandB,303.82,1,2025-02-25,C5295,West,West Monica,Direct,Not Returned,Not Returned,0,0
O100540,P8644,Back,Apparel,BrandC,323.8,2,2025-01-11,C3408,East,West Annette,Influencer,Not Returned,Not Returned,0,0
O100541,P2872,Fly,Apparel,BrandC,158.78,1,2025-04-08,C8312,South,North Tracey,Direct,Not Returned,Not Returned,0,0
O100542,P9280,Call,Electronics,BrandA,110.73,3,2024-12-10,C1521,North,Alejandraside,Direct,Not Returned,Not Returned,0,0
O100543,P6056,Responsibility,Home,BrandB,111.61,1,2025-01-10,C5798,East,Jaimetown,Direct,Changed mind,Approved,1,5
O100544,P5162,Fund,Electronics,BrandD,49.56,1,2024-11-15,C3495,North,Wilsonside,Ads,Not Returned,Not Returned,0,0
O100545,P1825,Since,Home,BrandB,175.1,3,2024-12-04,C4615,North,Hernandezton,Influencer,Not Returned,Not Returned,0,0
O100546,P3973,Page,Books,BrandB,150.91,2,2025-04-22,C9314,East,West Debra,Social Media,Not Returned,Not Returned,0,0
O100547,P5801,Forward,Electronics,BrandB,195.77,3,2025-02-06,C8880,North,Samanthafort,Influencer,Not Returned,Not Returned,0,0
O100548,P6520,Month,Electronics,BrandD,439.11,3,2024-11-28,C1813,East,Edwardsberg,Social Media,Not Returned,Not Returned,0,0
O100549,P1761,Try,Books,BrandB,459.56,2,2025-01-11,C2980,North,Jameston,Email,Not Returned,Not Returned,0,0
O100550,P1658,Then,Electronics,BrandD,42.75,3,2024-12-15,C1549,West,Nathanfort,Social Media,Not Returned,Not Returned,0,0
O100551,P4900,Trade,Books,BrandA,483.81,2,2025-02-07,C3003,South,Kevinfort,Social Media,Changed mind,Denied,1,5
O100552,P9861,Clear,Electronics,BrandD,27.59,3,2025-01-11,C5878,North,North Joel,Email,Not Returned,Not Returned,0,0
O100553,P2506,Less,Electronics,BrandC,281.72,1,2024-12-26,C3111,North,Adamstown,Direct,Not Returned,Not Returned,0,0
O100554,P1098,Out,Apparel,BrandB,192.23,3,2025-02-22,C7761,West,Meyertown,Email,Changed mind,Approved,1,2
O100555,P7708,Trip,Books,BrandB,423.15,3,2025-03-01,C5128,North,Taylormouth,Email,Not Returned,Not Returned,0,0
O100556,P6930,Film,Home,BrandC,35.47,3,2025-02-26,C9585,North,Port Victoriamouth,Direct,Not Returned,Not Returned,0,0
O100557,P7527,Join,Home,BrandB,359.94,3,2025-02-05,C5426,North,Gilbertshire,Influencer,Not Returned,Not Returned,0,0
O100558,P2439,Explain,Electronics,BrandA,256.95,3,2025-02-15,C8017,North,Meredithside,Email,Not Returned,Not Returned,0,0
O100559,P2899,Identify,Books,BrandC,362.82,1,2024-12-29,C9087,East,Port Wendymouth,Influencer,Not Returned,Not Returned,0,0
O100560,P8567,Quality,Apparel,BrandB,79.52,3,2025-03-06,C6794,South,Gilmoremouth,Influencer,Defective,Denied,1,13
O100561,P6602,Product,Apparel,BrandB,382.26,2,2025-01-30,C9587,East,Stephanietown,Ads,Not Returned,Not Returned,0,0
O100562,P1916,Gas,Apparel,BrandB,298.73,1,2025-01-07,C7147,West,Port Kellyview,Email,Not Returned,Not Returned,0,0
O100563,P2122,Enter,Apparel,BrandB,423.5,2,2025-03-08,C7167,West,Lindseychester,Social Media,Not Returned,Not Returned,0,0
O100564,P5765,Other,Electronics,BrandD,205.26,2,2025-03-11,C9985,North,South Taylortown,Email,Not Returned,Not Returned,0,0
O100565,P5500,Bag,Electronics,BrandC,392.47,2,2024-12-18,C7014,East,Lake Susan,Ads,Not Returned,Not Returned,0,0
O100566,P7158,Financial,Apparel,BrandA,44.28,2,2025-05-10,C4405,North,West Kimberlyburgh,Email,Not Returned,Not Returned,0,0
O100567,P6185,Middle,Home,BrandB,483.6,2,2025-02-13,C6421,West,Michealchester,Influencer,Not Returned,Not Returned,0,0
O100568,P1515,Meeting,Home,BrandB,306.15,2,2025-04-23,C6592,South,Wiseburgh,Social Media,Not Returned,Not Returned,0,0
O100569,P4521,Rather,Books,BrandD,282.46,2,2025-04-18,C7316,North,Port Brent,Ads,Not Returned,Not Returned,0,0
O100570,P9669,Country,Home,BrandC,103.94,2,2025-02-26,C7817,East,North Christina,Email,Wrong item,Approved,1,10
O100571,P3767,Message,Home,BrandB,409.61,2,2025-04-27,C2631,North,New Ashleyberg,Ads,Defective,Denied,1,6
O100572,P2921,Work,Electronics,BrandB,35.71,1,2025-01-08,C3500,North,New Joseph,Influencer,Not Returned,Not Returned,0,0
O100573,P4380,Size,Apparel,BrandD,159.7,2,2025-02-11,C9889,North,North Brandonfort,Direct,Not Returned,Not Returned,0,0
O100574,P6334,Try,Electronics,BrandB,411.48,3,2025-03-24,C9225,East,Port Jeffrey,Ads,Not Returned,Not Returned,0,0
O100575,P3282,President,Home,BrandA,349.18,1,2025-04-04,C5362,North,Lake Jennifer,Ads,Not Returned,Not Returned,0,0
O100576,P1857,Design,Apparel,BrandC,489.77,1,2025-02-24,C4606,West,South Josephshire,Influencer,Not Returned,Not Returned,0,0
O100577,P6400,Now,Books,BrandB,47.59,1,2024-11-19,C3637,West,North Carol,Ads,Not Returned,Not Returned,0,0
O100578,P2298,Decision,Home,BrandB,299.68,3,2025-04-17,C6515,South,Port Nicolechester,Ads,Wrong item,Approved,1,15
O100579,P2838,City,Apparel,BrandA,356.13,2,2025-02-27,C6990,West,Port Candiceview,Email,Not Returned,Not Returned,0,0
O100580,P9751,Than,Books,BrandA,233.76,2,2025-01-14,C1797,West,Christineport,Email,Not Returned,Not Returned,0,0
O100581,P5133,Station,Electronics,BrandA,28.9,1,2025-02-21,C4018,West,Lake Kevin,Ads,Not Returned,Not Returned,0,0
O100582,P1233,South,Home,BrandA,274.85,1,2025-05-01,C9509,North,Lindachester,Direct,Changed mind,Approved,1,4
O100583,P5875,Drive,Books,BrandD,407.06,3,2024-11-15,C3183,North,Williamsstad,Email,Defective,Denied,1,9
O100584,P3495,Add,Home,BrandC,171.24,1,2025-03-27,C4326,East,Lake Ashleychester,Email,Not Returned,Not Returned,0,0
O100585,P6665,Suffer,Home,BrandD,22.6,2,2025-03-05,C3891,East,East Joeltown,Social Media,Not as described,Approved,1,7
O100586,P3854,We,Beauty,BrandB,345.77,1,2024-12-13,C2792,East,Davisborough,Social Media,Not Returned,Not Returned,0,0
O100587,P5837,Thus,Home,BrandC,463.33,1,2025-01-05,C4259,West,East Christopher,Direct,Not Returned,Not Returned,0,0
O100588,P1845,Method,Beauty,BrandA,210.52,3,2025-01-20,C9322,West,Lake Cheryl,Social Media,Changed mind,Denied,1,7
O100589,P4757,Know,Home,BrandC,288.15,1,2025-01-31,C5010,North,West Julie,Influencer,Not Returned,Not Returned,0,0
O100590,P2881,Hair,Apparel,BrandB,223.68,2,2025-04-13,C3256,South,Veronicamouth,Influencer,Defective,Denied,1,15
O100591,P9583,Weight,Electronics,BrandC,315.02,1,2025-03-07,C6523,North,West Sharon,Social Media,Not Returned,Not Returned,0,0
O100592,P2358,Mrs,Apparel,BrandC,195.66,1,2025-03-07,C8846,East,Blankenshipland,Direct,Not Returned,Not Returned,0,0
O100593,P8749,Owner,Home,BrandB,317.66,2,2025-04-06,C2669,East,Port Emily,Email,Not Returned,Not Returned,0,0
O100594,P6080,Least,Beauty,BrandB,47.87,2,2025-02-19,C9071,East,Lake Rodney,Social Media,Not Returned,Not Returned,0,0
O100595,P7610,Move,Beauty,BrandB,140.42,3,2025-01-15,C4199,West,Lake Juliaborough,Influencer,Not Returned,Not Returned,0,0
O100596,P7512,Garden,Beauty,BrandA,438.92,1,2024-11-12,C1591,South,North Justin,Email,Changed mind,Denied,1,10
O100597,P7086,Give,Beauty,BrandC,157.16,1,2025-04-01,C8306,North,Lake Denise,Direct,Defective,Denied,1,11
O100598,P6248,Impact,Apparel,BrandB,304.5,1,2025-04-27,C4760,North,Stephensmouth,Social Media,Not Returned,Not Returned,0,0
O100599,P1664,Character,Home,BrandD,290.15,2,2025-01-30,C7633,North,Lake Alyssafurt,Email,Not Returned,Not Returned,0,0
O100600,P1953,President,Books,BrandB,341.28,1,2025-02-16,C1807,North,South Kristine,Direct,Not Returned,Not Returned,0,0
O100601,P6773,Magazine,Apparel,BrandA,438.95,2,2024-12-19,C1211,South,East David,Social Media,Changed mind,Approved,1,9
O100602,P2770,Strategy,Beauty,BrandB,254.68,2,2024-11-26,C2781,South,South Jessica,Social Media,Not Returned,Not Returned,0,0
O100603,P8643,Career,Beauty,BrandC,56.8,2,2025-03-14,C5824,North,West Kimberlyside,Direct,Not Returned,Not Returned,0,0
O100604,P3464,Culture,Books,BrandB,299.19,1,2024-12-31,C2203,East,Hoodtown,Influencer,Not Returned,Not Returned,0,0
O100605,P3415,Summer,Beauty,BrandC,18.91,2,2024-12-08,C1547,South,Josephborough,Ads,Defective,Approved,1,11
O100606,P3606,Much,Electronics,BrandD,486.94,1,2025-02-02,C8316,East,New Lisaside,Influencer,Not Returned,Not Returned,0,0
O100607,P3056,Stand,Apparel,BrandC,220.64,3,2025-02-11,C4708,North,West Christinamouth,Ads,Late delivery,Approved,1,4
O100608,P6447,Hotel,Apparel,BrandD,396.54,2,2025-02-13,C9831,South,Raymondville,Influencer,Not Returned,Not Returned,0,0
O100609,P7019,Guess,Books,BrandD,376.0,2,2025-05-03,C4665,West,New Ericfort,Ads,Not Returned,Not Returned,0,0
O100610,P8056,Book,Beauty,BrandB,445.64,2,2025-04-23,C8365,West,Starkborough,Email,Defective,Approved,1,12
O100611,P4973,Lay,Electronics,BrandB,72.31,3,2025-02-24,C9973,North,West Cynthiachester,Social Media,Not Returned,Not Returned,0,0
O100612,P3062,Expert,Home,BrandC,10.13,1,2025-02-17,C5705,South,Lake Ricardo,Influencer,Not Returned,Not Returned,0,0
O100613,P8585,Director,Beauty,BrandC,373.98,1,2024-12-24,C1141,North,West Julia,Influencer,Not Returned,Not Returned,0,0
O100614,P2084,Current,Electronics,BrandD,404.93,3,2024-11-10,C9455,North,South Kaylee,Email,Not Returned,Not Returned,0,0
O100615,P4236,Fill,Home,BrandD,343.91,2,2024-11-25,C1124,South,Perryborough,Direct,Not Returned,Not Returned,0,0
O100616,P7328,Commercial,Electronics,BrandC,321.27,1,2025-05-08,C7746,North,Port Jennifer,Influencer,Not Returned,Not Returned,0,0
O100617,P8058,Political,Home,BrandD,397.5,2,2025-04-18,C3214,West,Port Terri,Influencer,Changed mind,Approved,1,14
O100618,P2074,Really,Books,BrandA,68.72,3,2024-12-05,C4321,West,Lake Jillville,Social Media,Defective,Approved,1,10
O100619,P8599,Later,Books,BrandA,267.35,2,2025-01-21,C3599,West,Harrelltown,Influencer,Changed mind,Approved,1,12
O100620,P8601,Sort,Books,BrandC,283.2,2,2025-04-03,C5394,East,Grahamborough,Email,Changed mind,Approved,1,11
O100621,P7815,Good,Electronics,BrandA,346.74,3,2024-12-12,C5126,South,North Ashley,Direct,Wrong item,Approved,1,6
O100622,P3223,Father,Home,BrandD,424.81,1,2025-02-26,C6835,West,Adrienneburgh,Direct,Not Returned,Not Returned,0,0
O100623,P4539,Experience,Apparel,BrandB,284.4,3,2025-04-18,C8777,North,South Micheal,Social Media,Not Returned,Not Returned,0,0
O100624,P3487,Dog,Electronics,BrandB,137.46,2,2025-02-12,C1380,East,Alvarezshire,Email,Not Returned,Not Returned,0,0
O100625,P7429,Suddenly,Home,BrandB,71.91,2,2025-03-19,C6234,North,New Carl,Ads,Not Returned,Not Returned,0,0
O100626,P8655,Through,Beauty,BrandB,39.9,2,2024-12-01,C8682,North,Codyfurt,Direct,Changed mind,Approved,1,7
O100627,P2708,Rather,Home,BrandC,263.33,3,2025-01-01,C6256,West,Hernandezchester,Direct,Not Returned,Not Returned,0,0
